"Категория";"Название";"Все товары от бренда";"Фото";"Преимущество";"ОС";"Частота и количество ядер процессора";"RAM";"Память";"Остальные характеристики";"Все характеристики";"Описание";"Код товара";"Цена";"Баллы за покупку";"Ссылка на товар"
"Ноутбуки";"Ноутбук Asus VivoBook 14 X420FA-EB234T 90NB0K01-M04700";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/6e/6a/a60ea39c-e292-40b1-a1aa-462df588db14.jpg";" • Дисплей с разрешением Full HD • SSD-накопитель 512 Гб • До 11 ч. автономной работы";" Windows 10 ";"-";"4 Гб";" SSD 512 Гб ";" 14""(1920x1080) • Intel Core i3 8145U 2.1 ГГц (7/10) • Без CD/DVD-привода • Intel UHD Graphics 620 (6/10) • Wi-Fi, Bluetooth • 1.4 кг • до 11 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-vivobook-14-x420fa-eb234t-90nb0k01-m04700/characteristics";" Asus X420FA-EB234T сочетает в себе мощность и компактность, делая их доступными в любом месте и в любое время. Толщина модели составляет 17,7 мм, а ее вес не превышает 1,4 кг – это позволяет комфортно брать ноутбук в дорогу, на работу или обучение. Двухъядерного процессора и 4 Гб оперативной памяти вполне достаточно для игр и развлечений. 14-дюймовый дисплей с разрешением Full HD поразит вас яркостью красок и чёткостью изображения. Тачпад NumberPad в цвете «прозрачное серебро» при нажатии на клавишу NumberPad имеет высвечивающиеся числа для удобства работы. Встроенный SSD-накопитель 512 Гб обеспечит высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Благодаря емкому аккумулятору время автономной работы достигает 11 часов, а для заряда до 60% потребуется лишь 49 минут. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40537";"43 990 руб.";"439 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-vivobook-14-x420fa-eb234t-90nb0k01-m04700"
"Ноутбуки";"Ноутбук HP 14s-dq1002ur 8EW55EA Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/hp";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/ce/7e/2fcda858-39ca-44a0-8fed-f5408317ace6.jpg";" • Intel Core i3 10-го поколения • HDMI-разъем для ТВ • SSD-накопитель 256 Гб";" Windows 10 Home ";"-";"4 Гб";" SSD 256 Гб ";" 14""(1366x768) • Intel Core i3 1005G1 1.2 ГГц (6/10) • Без CD/DVD-привода • Intel UHD Graphics (6/10) • Wi-Fi, Bluetooth • 1.46 кг • до 7 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/hp-14s-dq1002ur-8ew55ea-silver/characteristics";" Лёгкий и компактный 14-дюймовый ноутбук HP 14s-dq1002ur отлично подойдёт как для работы и учёбы, так и для домашнего использования. Он обладает 2-ядерным процессором Intel Core i3 10-го поколения и 4 Гб оперативной памяти, а этого вполне достаточно для просмотра фильмов, работы с текстовыми документами и таблицами. Ноутбук поддерживает стандарт Wi-Fi 802.11ac, поэтому вы сможете насладиться высокоскоростным интернетом. Кроме того, он оснащён HDMI-разъёмом, что позволит вам подключить его к телевизору. Встроенный SSD-накопитель 256 Гб обеспечит высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"42466";"34 190 руб.";"341 балл";"https://xn----8sb1bezcm.xn--p1ai///catalog/hp-14s-dq1002ur-8ew55ea-silver"
"Ноутбуки";"Ноутбук Asus UX333FA-A3018T 90NB0JV1-M00630";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/9b/b2/7525f093-d90d-488f-85df-cdfdcaf5e38a.jpg";" • Дисплей с разрешением Full HD • Четырёхъядерный процессор • До 14 ч. автономной работы";" Windows 10 ";"-";"8 Гб";" SSD 256 Гб ";" 13.3""(1920x1080) • Intel Core i5 8265U 1.6 ГГц (8/10) • Без CD/DVD-привода • Intel UHD Graphics 620 (6/10) • Wi-Fi, Bluetooth • 1.09 кг • до 14 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-ux333fa-a3018t-90nb0jv1-m00630/characteristics";" Asus UX333FA-A3018T – удивительно лёгкий и компактный 13-дюймовый ультрабук. Он оснащён безрамочным IPS-экраном с разрешением Full HD и с широкими углами обзора в 178 градусов, который поразит вас яркими, сочными цветами. Мощный 4-ядерный процессор обеспечивает высокую производительность ноутбука. Благодаря поддержке стандарта Wi-Fi 802.11ac вы сможете играть в самые современные онлайн-игры. Встроенный SSD-накопитель 256 Гб обеспечит высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Пользоваться ноутбуком исключительно удобно: при открытии крышки экранный шарнир ErgoLift приподнимает клавиатуру под комфортным для набора текста углом. Ёмкая батарея обеспечит до 14 ч. автономной работы. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40535";"59 990 руб.";"599 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-ux333fa-a3018t-90nb0jv1-m00630"
"Ноутбуки";"Ноутбук Asus UX481FL-BM024TS 90NB0P61-M01510";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/42/76/bfdc7b8c-e478-42eb-9556-57c50828daa7.jpg";" • Дополнительный дисплей • Четырёхъядерный процессор • SSD-накопитель 512 Гб";" Windows 10 ";"-";"16 Гб";" SSD 512 Гб ";" 14""(1920x1080) • Intel Core i5 10210U 1.6 ГГц (8/10) • Без CD/DVD-привода • NVidia GeForce MX250 2 Гб (8/10) • Wi-Fi, Bluetooth • 1.5 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-ux481fl-bm024ts-90nb0p61-m01510/characteristics";" Основная особенность ноутбука Asus UX481FL-BM024TS – дополнительный сенсорный дисплей ScreenPad Plus, равный по ширине основному. Он позволяет работать с множеством приложений, созданных специально для него, а также рисовать и делать рукописные заметки. Основной IPS-дисплей с разрешением Full HD поразит вас яркими, сочными цветами. Мощный 4-ядерный процессор Intel Core i5 10-го поколения обеспечивает высокую производительность ноутбука. Благодаря поддержке стандарта Wi-Fi 802.11ax вы сможете играть в самые современные онлайн-игры. Встроенный SSD-накопитель 512 Гб обеспечит высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Аудиосистема от Harman Kardon приятно удивит вас чистым, естественным звуком. Функция распознавания лица защитит ваши личные данные. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40534";"99 990 руб.";"999 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-ux481fl-bm024ts-90nb0p61-m01510"
"Ноутбуки";"Ноутбук Asus UX481FL-BM021TS 90NB0P61-M01520";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/ca/f9/f9624927-d973-4014-9640-36e6c8fcb01c.jpg";" • Дополнительный дисплей • Четырёхъядерный процессор • Объёмный диск SSD 1 Тб";" Windows 10 ";"-";"16 Гб";"-";" 14""(1920x1080) • Intel Core i7 10510U 1.8 ГГц (9/10) • SSD 1 Тб • Без CD/DVD-привода • NVidia GeForce MX250 2 Гб (8/10) • Wi-Fi, Bluetooth • 1.5 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-ux481fl-bm021ts-90nb0p61-m01520/characteristics";" Основная особенность ноутбука Asus UX481FL-BM021TS – дополнительный сенсорный дисплей ScreenPad Plus, равный по ширине основному. Он позволяет работать с множеством приложений, созданных специально для него, а также рисовать и делать рукописные заметки. Основной IPS-дисплей с разрешением Full HD поразит вас яркими, сочными цветами. Мощный 4-ядерный процессор Intel Core i7 10-го поколения обеспечивает высокую производительность ноутбука. Благодаря поддержке стандарта Wi-Fi 802.11ax вы сможете играть в самые современные онлайн-игры. Встроенный SSD-накопитель 1 Тб обеспечит высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Аудиосистема от Harman Kardon приятно удивит вас чистым, естественным звуком. Функция распознавания лица защитит ваши личные данные. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40533";"131 490 руб.";"1314 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-ux481fl-bm021ts-90nb0p61-m01520"
"Ноутбуки";"Ноутбук Asus ROG STRIX GL731GU-EV226T 90NR01T3-M04820";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/2b/ba/72a374b6-e5ab-4ce7-9d48-d7727c3b298d.jpg";" • Четырёхъядерный процессор • Дисплей с разрешением Full HD • Объёмный диск SSD 1 Тб";" Windows 10 ";"-";"16 Гб";"-";" 17.3""(1920x1080) • Intel Core i5 9300H 2.4 ГГц (8/10) • SSD 1 Тб • Без CD/DVD-привода • NVidia GeForce GTX 1660 Ti 6 Гб (10/10) • Wi-Fi, Bluetooth • 2.85 кг • до 3.5 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-rog-strix-gl731gu-ev226t-90nr01t3-m04820/characteristics";" Ноутбук Asus GL731GU-EV226T обладает мощным 4-ядерным процессором Intel Core i5 9-го поколения и высокопроизводительной видеокартой NVIDIA GeForce GTX 1660 Ti, поэтому вы сможете играть в самые современные игры. Яркая цветовая подсветка клавиш поможет вам всецело погрузиться в игровую атмосферу. Оснащённый инновационной системой охлаждения, ноутбук не будет перегреваться даже при самых высоких нагрузках. Безрамочный IPS-дисплей с разрешением Full HD обеспечивает превосходное качество изображения. Экран обновляется с частотой 144 Гц, что позволяет плавно отображать динамичные сцены в фильмах и играх. Встроенный SSD-накопитель 1 Тб обеспечит высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40532";"117 990 руб.";"1179 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-rog-strix-gl731gu-ev226t-90nr01t3-m04820"
"Ноутбуки";"Ноутбук Asus TUF Gaming FX705DU-H7133T 90NR0281-M03300";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/ad/21/01849254-a6bb-41b8-a0d6-02ca4df3edbf.jpg";" • Четырёхъядерный процессор • Дисплей с разрешением Full HD • Объёмный жёсткий диск 1512 Гб";" Windows 10 ";"-";"16 Гб";"-";" 17.3""(1920x1080) • AMD Ryzen 7 3750H 2.3 ГГц (8/10) • HDD+SSD 1.512 Тб • Без CD/DVD-привода • NVidia GeForce GTX 1660 Ti 6 Гб (10/10) • Wi-Fi, Bluetooth • 2.6 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-tuf-gaming-fx705du-h7133t-90nr0281-m03300/characteristics";" Ноутбук Asus FX705DU-H7133T обладает мощным 4-ядерным процессором AMD Ryzen 7 и высокопроизводительной видеокартой NVIDIA GeForce GTX 1660 Ti, поэтому вы сможете играть в самые современные игры. Яркая цветовая подсветка клавиш поможет вам всецело погрузиться в игровую атмосферу. Оснащённый инновационной системой охлаждения, ноутбук не будет перегреваться даже при самых высоких нагрузках. Безрамочный IPS-дисплей с разрешением Full HD и технология AMD FreeSync обеспечивают отличное качество изображения. Ноутбук обладает двумя накопителями: SSD ёмкостью 512 Гб и HDD ёмкостью 1 Тб. Первый позволяет значительно повысить производительность, а второй предназначен для хранения больших объёмов данных. Ноутбук поддерживает стандарт MIL-STD-810G, поэтому ни удары, ни падения не причинят ему вреда. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40531";"105 990 руб.";"1059 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-tuf-gaming-fx705du-h7133t-90nr0281-m03300"
"Ноутбуки";"Ноутбук Asus TUF Gaming FX505DD-AL045T 90NR02C2-M02840";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/b2/ab/4f4ae944-1246-40cd-9b8f-9f4aed5cd1f4.jpg";" • Четырёхъядерный процессор • Дисплей с разрешением Full HD • Цветовая подсветка клавиш";" Windows 10 ";"-";"8 Гб";" SSD 512 Гб ";" 15.6""(1920x1080) • AMD Ryzen 7 3750H 2.3 ГГц (8/10) • Без CD/DVD-привода • Nvidia GeForce GTX 1050 3 Гб (9/10) • Wi-Fi, Bluetooth • 2.2 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-tuf-gaming-fx505dd-al045t-90nr02c2-m02840/characteristics";" Ноутбук Asus FX505DD-AL045T обладает мощным 4-ядерным процессором AMD Ryzen 7 и высокопроизводительной видеокартой NVIDIA GeForce GTX 1050, поэтому вы сможете играть в самые современные игры. Яркая цветовая подсветка клавиатуры поможет вам всецело погрузиться в игровую атмосферу. Благодаря технологии Overstroke клавиши мгновенно реагируют на нажатие. Оснащённый инновационной системой охлаждения, ноутбук не будет перегреваться даже при самых высоких нагрузках. Безрамочный IPS-дисплей с разрешением Full HD и технология AMD FreeSync обеспечивают отличное качество изображения. Встроенный SSD-накопитель 512 Гб гарантирует высокую скорость записи и передачи данных и быструю загрузку ОС Windows. Ноутбук поддерживает стандарт MIL-STD-810G, поэтому ни удары, ни падения не причинят ему вреда. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40530";"72 990 руб.";"729 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-tuf-gaming-fx505dd-al045t-90nr02c2-m02840"
"Ноутбуки";"Ноутбук Asus X512DK-BQ070T 90NB0LY3-M00920";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/cd/15/975f0fee-e0eb-4956-a9ab-12f3e52693bb.jpg";" • Дисплей с разрешением Full HD • Двухъядерный процессор • HDMI-разъем для ТВ";" Windows 10 ";"-";"4 Гб";" SSD 256 Гб ";" 15.6""(1920x1080) • AMD Ryzen R3-2200U 2.5 ГГц (6/10) • Без CD/DVD-привода • AMD Radeon R540X 2 Гб (7/10) • Wi-Fi, Bluetooth • 1.7 кг • до 5 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-x512dk-bq070t-90nb0ly3-m00920/characteristics";" Asus X512DK – компактный ноутбук с дисплеем NanoEdge, который практически лишен рамки со всех четырех сторон. Благодаря тому, что ее толщина – всего 5,7 мм, относительная площадь экрана составляет целых 88%. При открытой крышке экранный шарнир ErgoLift приподнимает клавиатуру под комфортным для набора текста углом. Ноутбук обладает сбалансированными характеристиками и способен справляться с разными задачами. Сочетание двухъядерного процессора AMD Ryzen 3 2200U и 4 Гб оперативной памяти обеспечивает хорошую вычислительную мощность и базовую игровую производительность. Данная модель хорошо выполнит роль как рабочего компьютера, так и домашнего ПК. Информация сохраняется на SSD-диск, который более устойчив к сотрясениям, чем HDD-накопители. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40529";"42 790 руб.";"427 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-x512dk-bq070t-90nb0ly3-m00920"
"Ноутбуки";"Ноутбук Asus X543UA-DM1540T 90NB0HF7-M28570";"https://xn----8sb1bezcm.xn--p1ai///brand/asus";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/3d/b4/eeb21504-3d42-4b52-a5d4-461275115fd7.jpg";" • Дисплей с разрешением Full HD • Двухъядерный процессор • HDMI-разъём для ТВ";" Windows 10 ";"-";"4 Гб";"-";" 15.6""(1920x1080) • Intel Core i3 7020U 2.3 ГГц (6/10) • HDD 500 Гб • Без CD/DVD-привода • Intel HD Graphics 620 (6/10) • Wi-Fi, Bluetooth • 1.9 кг • до 5 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/asus-x543ua-dm1540t-90nb0hf7-m28570/characteristics";" Ноутбук Asus X543UA-DM1540T отлично подойдёт для домашнего использования. Он обладает двухъядерным процессором и 4 Гб оперативной памяти, а этого вполне достаточно для игр и развлечений. Дисплей с разрешением Full HD поразит вас яркими, насыщенными красками. HDMI-разъём позволит вам подключить ноутбук к телевизору. Встроенной памяти 500 Гб хватит, чтобы сохранить даже самые объёмные файлы. Ноутбук поддерживает стандарт Wi-Fi 802.11ac, поэтому вы сможете насладиться высокоскоростным интернетом. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"40528";"33 990 руб.";"339 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/asus-x543ua-dm1540t-90nb0hf7-m28570"
"Ноутбуки";"Ноутбук HP Pavilion Gaming 15-bc430ur";"https://xn----8sb1bezcm.xn--p1ai///brand/hp";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/d8/45/7cdc8f39-ab5a-4730-8019-a73e9daed394.jpg";" • Шестиядерный процессор • Яркий IPS-дисплей Full HD • До 10 ч автономной работы";" Windows 10 ";"-";"8 Гб";"-";" 15.6""(1920x1080) • Intel Core i7 8750H 2.2 ГГц (10/10) • HDD 1 Тб • Без CD/DVD-привода • Nvidia GeForce GTX 1050 4 Гб (9/10) • Wi-Fi, Bluetooth • 2.2 кг • до 10.4 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/hp-pavilion-gaming-15-bc430ur/characteristics";" HP Pavilion Gaming 15-bc430ur – ноутбук, который отлично подойдёт для игр и работы с графическими и видеоредакторами. Для работы с приложениями он оснащен видеокартой GeForce GTX 1050. Шестиядерный процессор 8-го поколения отличается предельной производительностью и способностью мгновенно реагировать на команды. Благодаря емкому накопителю в 1 Тб можно загрузить все что нужно прямо на ноутбук. Яркий экран с Full HD разрешением, выполненный по технологии IPS, позволит с комфортом ретушировать фото, редактировать видео, смотреть фильмы и погружаться в мир любимых игр. Аккумулятор ноутбука позволяет работать до 10 часов на одном заряде. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"42438";"68 490 руб.";"684 балла";"https://xn----8sb1bezcm.xn--p1ai///catalog/hp-pavilion-gaming-15-bc430ur"
"Ноутбуки";"Монитор AOC 24B2XD 23.8"" Black";"https://xn----8sb1bezcm.xn--p1ai///brand/aoc";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/a2/66/9969234e-752c-481f-9b2f-2dd7c47863b2.jpg";" • Диагональ дисплея 23.8"" • Разрешение дисплея 1920х1080 • Интерфейсы: VGA, DVI";"";"-";"-";"-";" 23.8""(1920x1080) • 2.7 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/aoc-24b2xd-23-8-black/characteristics";" AOC 24B2XD – универсальный 23,8-дюймовый монитор для работы, учёбы и развлечений. Благодаря узким рамкам он подходит для использования в мультиэкранных конфигурациях. Эта модель создана на основе матрицы IPS. Поэтому у неё большой запас яркости, а цвета не искажаются, даже если вы смотрите на дисплей под углом. Разрешение 1920 х 2080 пикселей обеспечивает превосходную детализацию: вы легко разглядите мелкие подробности. Коротковолновой синий свет вреден для глаз. Фирменная технология Low Blue Light блокирует их, препятствуя перенапряжению, усталости и дискомфорту. При этом картинка остаётся живой и реалистичной. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"Z88VE";"12 890 руб.";"129 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/aoc-24b2xd-23-8-black"
"Ноутбуки";"Монитор AOC Value Line 24E1Q 23.8"" Black";"https://xn----8sb1bezcm.xn--p1ai///brand/aoc";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/54/b0/d855cc64-af9d-4163-bd5d-015136e8a890.jpg";" • Диагональ дисплея 23.8"" • Разрешение дисплея 1920х1080 • Встроенные динамики 2 х 2 Вт";"";"-";"-";"-";" 23.8""(1920x1080) • 3.1 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/aoc-value-line-24e1q-23-8-black/characteristics";" Монитор AOC 24E1Q снабжён IPS-матрицей. Он раскрывает все преимущества фильмов и игр, воспроизводя яркие, насыщенные краски и поддерживая высокий уровень контрастности. А в работе вам будет помогать точная цветопередача экрана, облегчающая редактирование графики и вёрстку. Тонкие рамки дисплея позволяют ставить несколько мониторов в ряд, получая почти неразрывное изображение. Штатная подставка снабжена шарниром для регулировки угла наклона. При желании вы можете заменить её настенным или настольным кронштейном VESA. Играйте и смотрите видео без колонок – монитор снабжён собственными динамиками. Подключайте наушники за считаные секунды – на задней панели устройства есть 3,5-миллиметровый разъём. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"Z88UQ";"13 690 руб.";"137 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/aoc-value-line-24e1q-23-8-black"
"Ноутбуки";"Монитор AOC Professional 24P1 23.8"" Black";"https://xn----8sb1bezcm.xn--p1ai///brand/aoc";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/8d/cf/72ae2d07-e083-4913-994a-b50c44294740.jpg";" • Диагональ дисплея 23.8"" • Дисплей поворачивается на 90° • Встроенные динамики 2х2 Вт";"";"-";"-";"-";" 23.8""(1920x1080) • 4.6 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/aoc-professional-24p1-23-8-black/characteristics";" Монитор AOC 24P1 на 23.8 дюйма представлен в элегантном черном корпусе с высокой устойчивой подставкой. Вы насладитесь высочайшим качеством изображения благодаря яркой и насыщенной IPS-матрице с разрешением 1920x1080. Экран дополнен защищенным от бликов матовым покрытием и механизмом поворота на 90 градусов в портретную ориантацию. Встроенные динамики позволяют легко общаться с семьей, друзьями и коллегами. А во время игры, просмотра фильмов и прослушивания музыки вы сможете насладиться качественным звуком без необходимости надоедливого подключения внешних динамиков. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"58679";"16 890 руб.";"169 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/aoc-professional-24p1-23-8-black"
"Ноутбуки";"Монитор AOC Value Line 24B1H 23.6"" Black";"https://xn----8sb1bezcm.xn--p1ai///brand/aoc";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/4d/34/59a23329-8c3d-41f9-bf02-58d249e76d30.jpg";" • Диагональ дисплея 23.6"" • Разрешение дисплея 1920х1080 • Интерфейсы: VGA, HDMI";"";"-";"-";"-";" 23.6""(1920x1080) • 2.6 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/aoc-value-line-24b1h-23-6-black/characteristics";" Монитор AOC 24B1H представляет собой гармоничный баланс передовых технологий и превосходной работоспособности. На экране 23.6"" изображение будет отображаться в высоком разрешении 1920x1080 пикселей. За счет матового покрытия экрана солнечные блики и отсветы от осветительных приборов не будут отвлекать вас от работы за компьютером. Хорошие технические характеристики дисплея гарантируют превосходное качество демонстрируемого на нем изображения. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"58734";"11 990 руб.";"119 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/aoc-value-line-24b1h-23-6-black"
"Ноутбуки";"Монитор Philips 223V5LSB (10/62) 21.5"" Black";"https://xn----8sb1bezcm.xn--p1ai///brand/philips";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/aa/b0/baa44e22-34dc-493c-a45b-6e0a2c21f31e.jpg";" • Диагональ дисплея 21.5 "" • Разрешение дисплея 1920x1080 • Интерфейс подключения: VGA";"";"-";"-";"-";" 21.5""(1920x1080) • 2.61 кг ";"https://xn----8sb1bezcm.xn--p1ai//catalog/philips-223v5lsb-10-62-21-5-black/characteristics";" Легкий, стильный и компактный монитор Philips 223V5LSB с диагональю в 21,5 дюйма позволит вам испытать истинное удовольствие от комфортного использования. Широкоформатный экран с разрешением Full HD обеспечивает четкую детализацию. светодиодная подсветка матрицы способствует великолепной цветопередачи, благодаря одинаковой яркости по всему экрану. Фирменная технология SmartContrast анализирует отображаемый контент и автоматически настраивает цвета и яркость подсветки. Тем самым обеспечивается оптимальный уровень контрастности и наилучшее качество цифрового изображения, а также большая насыщенность темных оттенков, что особенно важно во время игр. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"58703";"7 990 руб.";"79 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/philips-223v5lsb-10-62-21-5-black"
"Ноутбуки";"Ноутбук Honor MagicBook 15 53011SXH-001 Silver";"https://xn----8sb1bezcm.xn--p1ai///brand/honor";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/d8/e6/6dac1c50-016e-436d-8802-6503d3119155.jpg";" • Процессор AMD Ryzen 7 3000-й серии • Дисплей с разрешением Full HD • SSD-накопитель 512 Гб";" Windows 10 ";"-";"16 Гб";" SSD 512 Гб ";" 15.6""(1920x1080) • AMD Ryzen 7 3700U 2.3 ГГц (7/10) • Без CD/DVD-привода • (6/10) • Wi-Fi, Bluetooth • 1.56 кг • до 8 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/honor-magicbook-15-53011sxh-001-silver/characteristics";" Ультратонкий ноутбук Honor MagicBook станет вашим незаменимым помощником как в работе, так и в развлечениях. Он оснащен 4-ядерным процессором AMD Ryzen 5 3000-й серии, который сможет быстро и эффективно решить любую задачу. IPS-дисплей с разрешением Full HD поразит вас высоким качеством изображения и естественной цветопередачей даже при ярком солнечном свете. Высокую скорость интернета обеспечит поддержка стандарта Wi-Fi 802.11ax. Встроенный SSD-накопитель позволит не только сохранить множество файлов, но и быстро загружать ОС Windows. Сканер отпечатков пальцев, встроенный в кнопку питания, сочетает удобство входа в систему и надежную защиту ваших данных. Аккумулятор на 3665 мАч обеспечивает до 8 часов автономной работы. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"42915";"63 490 руб.";"634 балла";"https://xn----8sb1bezcm.xn--p1ai///catalog/honor-magicbook-15-53011sxh-001-silver"
"Ноутбуки";"Ноутбук Honor MagicBook 15 BDR-WFH9HN Gray";"https://xn----8sb1bezcm.xn--p1ai///brand/honor";"https://xn----8sb1bezcm.xn--p1ai//resources/01/500/400/e1/63/3e9da89f-9959-4ef7-9185-ff0a91fb5b81.jpg";" • Intel Core i5 11-го поколения • Дисплей с разрешением Full HD • SSD-накопитель 512 Гб";" Windows 10 ";"-";"16 Гб";" SSD 512 Гб ";" 15.6""(1920x1080) • Intel Core i5 1135G7 2.4 ГГц (7/10) • Без CD/DVD-привода • Intel Iris Xe Graphics (6/10) • Wi-Fi, Bluetooth • 1.56 кг • до 8 ч ";"https://xn----8sb1bezcm.xn--p1ai//catalog/honor-magicbook-15-bdr-wfh9hn-gray/characteristics";" Ультратонкий ноутбук Honor MagicBook станет вашим незаменимым помощником как в работе, так и в развлечениях. Он оснащен 4-ядерным процессором Intel Core i5 11-го поколения, который сможет быстро и эффективно решить любую задачу. IPS-дисплей с разрешением Full HD поразит вас высоким качеством изображения и естественной цветопередачей даже при ярком солнечном свете. Высокую скорость интернета обеспечит поддержка стандарта Wi-Fi 802.11ax. Встроенный SSD-накопитель позволит не только сохранить множество файлов, но и быстро загружать ОС Windows. Сканер отпечатков пальцев, встроенный в кнопку питания, сочетает удобство входа в систему и надежную защиту ваших данных. Аккумулятор на 3665 мАч обеспечивает до 8 часов автономной работы. Остались вопросы? Звоните  8 495 514-12-12, мы подскажем! ";"42913";"99 990 руб.";"999 баллов";"https://xn----8sb1bezcm.xn--p1ai///catalog/honor-magicbook-15-bdr-wfh9hn-gray"
